planet,Hausdorff distance
TRAPPIST-1 b,0.1591987234473693
TRAPPIST-1 d,0.054602334006875565
TRAPPIST-1 f,0.11727987721907614
TRAPPIST-1 c,0.02653299523637214
TRAPPIST-1 e,0.003249843223247193
TRAPPIST-1 h,0.011062040041033143
TRAPPIST-1 g,0.04076394793846429
