planets,set distances
Kepler-235 b,0.1809511010065918
Kepler-330 b,0.20212156494804115
Kepler-246 b,0.14832685006028154
Kepler-180 b,0.2054118453684729
Kepler-306 b,0.11487873010839025
Kepler-380 b,0.20499936765599946
Kepler-363 c,0.10108868985282378
Kepler-136 c,0.14500252999091304
Kepler-353 b,0.16416848857055696
Kepler-375 b,0.36177096223381916
Kepler-189 c,0.13025172949014135
Kepler-225 b,0.04808976706024267
Kepler-295 d,0.07173419723505543
Kepler-357 b,0.08245281323021626
Kepler-89 b,1.0120435413575393
Kepler-205 b,0.1563391621924629
Kepler-310 d,0.2100704670740252
Kepler-280 c,0.5065739332218143
Kepler-370 b,0.33164700946107323
Kepler-242 c,0.13422565264755115
Kepler-388 b,0.6111732261152502
Kepler-240 c,0.009139283554412401
Kepler-173 c,0.11949741949822085
Kepler-330 c,0.2132632936688521
HD 97658 b,0.24742379149772015
Kepler-279 d,0.21582470975397658
Kepler-270 c,0.3144143798615097
HD 85512 b,0.038626005505079525
Kepler-135 b,0.2070407735375922
Kepler-339 d,0.13459056146641643
Kepler-60 c,0.6908235036600872
Kepler-272 b,0.23546830335163116
Kepler-250 d,0.043265972297191306
Kepler-303 b,1.094136485081352
HD 40307 g,0.1681054739668767
Kepler-174 b,0.03036496531212122
Kepler-152 c,0.35458794472570954
Kepler-317 b,0.37938742898976713
Kepler-142 b,0.2566659392554947
Kepler-263 c,0.2508500621540187
Kepler-49 d,0.05944333239571457
Kepler-343 b,0.09688368444528819
Kepler-365 b,0.050071074287342685
Kepler-62 c,0.28358380313354437
Kepler-220 b,0.0258111400179178
Kepler-296 d,0.03389202245187923
Kepler-312 b,0.16999092866945809
Kepler-273 b,0.1774550551506357
Kepler-121 c,0.45938331225799867
Kepler-287 b,0.15756310234449689
Kepler-405 b,0.3090514709955634
Kepler-200 b,0.18779303623361804
Kepler-366 c,0.17146975018001004
Kepler-129 b,0.1747312471305698
Kepler-238 f,0.0027241936885011144
Kepler-169 d,0.29484840686657793
Kepler-55 b,0.21529281095937997
Kepler-327 c,0.0599270714298635
HD 215497 b,0.4308133525013075
Kepler-206 b,0.33345356971852885
Kepler-267 c,0.17702902414605487
Kepler-392 b,0.21890336151825712
Kepler-316 b,0.08815454287146957
Kepler-362 c,0.124294804707001
Kepler-212 b,0.019873138062212123
Kepler-252 c,0.30368559413405594
Kepler-309 b,0.029969842848710578
Kepler-114 b,0.4701943106931873
Kepler-347 b,0.08983607889160729
Kepler-147 b,0.08760756812546056
Kepler-365 c,0.32427219863939316
HD 20794 d,0.026489810110733522
Kepler-90 c,0.38849048087340116
Kepler-183 c,0.06764330538411281
Kepler-401 b,0.26488382256526355
HD 39194 d,0.0553071926126889
Kepler-341 d,0.10629083110920386
Kepler-361 b,0.21793203628447738
HD 40307 c,0.0501021845100138
Kepler-184 c,0.04693337402479324
Kepler-65 b,1.1402384857938324
Kepler-292 c,0.27740930055994645
Kepler-349 c,0.059282855554028534
PSR 1257 12 c,0.33300333816359645
Kepler-128 c,0.42862160982705266
Kepler-223 c,0.17437744444952918
Kepler-413(AB) b,0.49072405216452447
Kepler-256 e,0.2716690554655463
Kepler-386 b,0.15688511865254787
Kepler-197 d,0.039724871168883236
Kepler-60 b,0.5814225924480299
Kepler-80 f,0.08828410889981216
Kepler-272 c,0.08708712199376303
Kepler-115 b,0.19337191613150326
Kepler-310 b,0.06923158523611803
Kepler-124 c,0.05687497614166427
Kepler-291 b,0.13265310258802018
Kepler-397 b,0.2712556386646928
Kepler-383 b,0.048510053715816945
Kepler-274 c,0.06275713087698814
Kepler-238 c,0.04097195934611569
Kepler-125 b,0.1231001761627411
Kepler-174 c,0.055213051076847035
Kepler-342 d,0.1715775888374894
Kepler-348 b,0.6269320655762367
HD 156668 b,0.1235011350686664
Kepler-84 f,0.21073617500665778
Kepler-202 c,0.06831780598208591
Kepler-84 c,0.13240243654663886
Kepler-59 c,11.169034183256336
Kepler-19 b,0.0869057059842234
Kepler-337 b,0.662968719756074
Kepler-134 c,0.33298229456077444
Kepler-256 b,1.4209365858902008
Kepler-372 b,0.6370874409290025
Kepler-62 f,0.07307500756525433
Kepler-179 c,0.12650353937146233
Kepler-37 c,0.3043288353622353
Kepler-68 c,0.34445362676515284
HD 39194 c,0.1363279481653809
Kepler-134 b,0.07204023370113741
Kepler-191 c,0.10692272249145793
Kepler-252 b,0.23378804875385215
Kepler-202 b,0.29440481062574725
Kepler-323 b,0.7138075346183475
Kepler-400 b,0.10015667721929017
Kepler-285 c,0.05501371959546451
Kepler-145 c,0.514895135879694
HD 93385 b,0.1987145113243128
Kepler-339 b,0.5452107532706498
Kepler-292 b,0.18490346066302146
Kepler-331 c,0.12970757107739367
Kepler-388 c,0.04637746243472631
Kepler-22 b,0.6125505517820088
Kepler-241 b,0.06484991705026205
Kepler-282 c,0.6902080799716342
Kepler-296 f,0.32915924361145504
Kepler-299 e,0.14618462769685628
Kepler-243 c,0.05140997624255755
Kepler-176 b,0.7954909141753047
Kepler-333 c,0.014232927664453688
Kepler-169 e,0.12037899321177832
Kepler-237 c,0.08953067540158555
Kepler-231 b,0.030067015232492608
Kepler-322 b,0.648461523848607
alf Cen B b,0.8205087726558074
Kepler-186 c,0.07392623229147091
PSR 1257 12 d,0.1801204991016339
Kepler-189 b,0.4496921862564974
Kepler-18 b,0.7836699708731177
Kepler-166 b,0.11923321692306682
Kepler-369 b,0.01646813660437096
Kepler-48 d,0.12967757202299093
HD 136352 b,0.3065410050717608
GJ 1214 b,0.439587946246587
Kepler-392 c,0.3639286228891052
Kepler-249 d,0.15589406159541638
Kepler-52 c,0.1303138242778194
Kepler-80 e,0.267257096639287
Kepler-272 d,0.015489789030129006
Kepler-267 d,0.34069377955750757
Kepler-342 c,0.13225099438887453
Kepler-403 b,1.1152442136617882
Kepler-311 b,0.14823653028679595
Kepler-345 c,0.1288048763967291
Kepler-334 d,0.08776835786349638
Kepler-362 b,0.2524457522223648
Kepler-147 c,0.19113432197835117
Kepler-285 b,0.6217408697743237
Kepler-215 c,0.36633182986431373
MOA-2010-BLG-328L b,0.2947760456509714
Kepler-363 b,0.5438165297652339
Kepler-390 c,0.028510344416443092
Kepler-154 b,0.1534947918236631
GJ 163 c,0.3466548118564256
Kepler-404 b,0.1153787608217182
Kepler-4 b,2.03252221338789
Kepler-145 b,0.11441943752894634
Kepler-374 d,0.06735030760231656
Kepler-194 b,0.059029148896404905
